5900,01-02-1984 00:00,1,28.8,17.496,72,35.232,8.01,391.240478,144.9,0
7037,01-02-1984 00:00,1,15.1,7.6,37.74833352,10,7.3,140,81.917,0
7860,01-02-1984 00:00,1,21,11.8,52.49749869,9.6,7.5,150,117,0
8570,01-02-1984 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.2,630,295.091358,0
4791,01-02-1985 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.2,88,16.13621398,0
5909,01-02-1985 00:00,1,27.2,9.72,68,6.528,7.78,225.4786607,108.5,0
6472,01-02-1985 00:00,1,43.036,26.1006,107.59,117.6,8.33,438.2894404,216.343,1
7058,01-02-1985 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.548169142,241.1123543,120.9825448,0
7776,01-02-1985 00:00,1,13.984,45.6937,34.96,135,8.44,467.1828368,225.351,0
8555,01-02-1985 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.9,326.6323647,114.3400436,0
5033,01-02-1986 00:00,1,31.024,5.20992,77.56,117.6,8.25,205.8835173,99.268,0
7346,01-02-1986 00:00,1,36,59.535,90,125,7.92,918.0919261,338.062,0
8154,01-02-1986 00:00,1,8,6.075,20,26,8.08,263,45.3125,1
8818,01-02-1986 00:00,1,28.964,35.1354,72.41,115,8.3,417.2263484,218.807,0
6023,01-02-1988 00:00,1,20,10.935,50,3.36,8.75,268.7996432,95.5625,0
7475,01-02-1988 00:00,1,11,5,27.49872427,0,7.13,80,58.333,0
8127,01-02-1988 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.3,323,133.7528663,0
8530,01-02-1988 00:00,1,10,6,25,15,7.13,46,50,0
5154,01-02-1989 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.3,250,103.8471604,0
6032,01-02-1989 00:00,1,11.2,4.86,28,0.576,7.13,168.3170409,48.25,1
7487,01-02-1989 00:00,1,39.032,41.8981,97.58,127.2,8.39,491.7110046,272.155,0
8115,01-02-1989 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.2,259.5740019,119.5444865,0
8796,01-02-1989 00:00,1,56.844,20.1423,142.11,37.92,8.25,458.340331,226.036,1
4864,01-02-1990 00:00,1,28,15.9165,70,16.512,8.15,337.6344019,136.319,0
5964,01-02-1990 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.3,189.4486285,124.9851239,0
7153,01-02-1990 00:00,1,18,12.7,44.99945798,24.1,7.4,186,106.75,0
8213,01-02-1990 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,6.9,296.133591,116.705352,0
8967,01-02-1990 00:00,1,11,3.7,27.49837309,10.5,7.1,76,55.083,0
4974,01-02-1991 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.2,314,144.9213817,0
5977,01-02-1991 00:00,1,17,18,42.5,3.8,7.9,233.8049812,117.5,0
7139,01-02-1991 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.548169142,241.1123543,120.9825448,0
8202,01-02-1991 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.2,265.6550658,119.0710579,0
8953,01-02-1991 00:00,1,22.972,32.7005,57.43,16.5,7.75,317.8738166,193.682,0
5221,01-02-1992 00:00,1,13.012,17.1242,32.53,48,7.75,205.6289259,103.881,1
5989,01-02-1992 00:00,1,20,8,50,5,7.7,120,83.3333,0
7127,01-02-1992 00:00,1,38,17,95,49,7.92,269.4893042,165.833,0
8190,01-02-1992 00:00,1,30.96,3.0618,77.4,16,8,184,90.1575,0
8675,01-02-1992 00:00,1,34.028,24.04,85.07,15.84,8.17,264.5607251,185.237,0
5073,01-02-1993 00:00,1,11,4.7385,27.5,7.2,7.08,148.48572,47.2438,1
5885,01-02-1993 00:00,1,32,9.72,80,6.816,7.9,286.3481845,120.5,0
6316,01-02-1993 00:00,1,10.6,5.589,26.5,4.8,7.81,127.3981303,49.7875,0
7115,01-02-1993 00:00,1,37.956,11.9337,94.89,55,8.22,397.0976978,144.614,0
8177,01-02-1993 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,9,57,17.65673293,0
8947,01-02-1993 00:00,1,38.032,41.0476,95.08,38.88,8.41,406.7088225,266.111,0
4874,01-02-1994 00:00,1,53.844,20.5068,134.61,115.2,8.3,515.4325525,220.055,0
6127,01-02-1994 00:00,1,36.8,21.9,92,18,8.2,400,183.25,0
6326,01-02-1994 00:00,1,15.6,6.561,39,81.6,8.16,153.6552415,66.3375,1
7104,01-02-1994 00:00,1,28.964,34.6494,72.41,19,8.67,437.7121438,216.782,0
7848,01-02-1994 00:00,1,16,9,39.99837366,7.8,7.32,106,89.167,0
8936,01-02-1994 00:00,1,12.008,49.0811,30.02,80.16,8.38,404.6048776,234.525,0
5067,01-02-1995 00:00,1,48.6,25.515,121.5,40.8,8.28,496.5143942,227.812,0
6139,01-02-1995 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7,97.99436188,132.0818747,0
7090,01-02-1995 00:00,1,42,20,105,8,7.57,324,188.333,0
8074,01-02-1995 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,6.8,296.1320334,116.7053214,0
